ancient,old,new,Galectin-4 (20ug/ml) Slide#: 13620 Cfg#2283 04/01/2011 V5.0 Alexa488 CMZ,Gal-4 (0.5ug/mL) Slide# 13116 CFG# 1440 08/26/2010 V4.2 Alexa488 CMZ,Gal-4 (5ug/mL) Slide# 13116 CFG# 1440 08/26/2010 V4.2 Alexa488 CMZ,Gal-4 (50ug/mL) Slide# 13116 CFG# 1440 08/26/2010 V4.2 Alexa488 CMZ,Gal-4 (100ug/mL) Slide# 13116 CFG# 1440 08/30/2010 V4.2 Alexa488 CMZ
Galβ1-4Galβ-Sp10,,Galb1-6Galb-Sp10,16.132075,3.4603,7.956675,13.50235,75.518725
Galβ1-6Galβ-Sp10,,,,5.242775,6.3592,11.4724,12.001875
Neu5Acα2-3Galβ1-4GlcNAcβ1-3Galβ-Sp8,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb-Sp8,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb-Sp8,3.106575,7.2931,7.281825,7.172475,5.377825
GalNAcβ1-6GalNAcβ-Sp8,GalNAcb1-6GalNAcb-Sp8,GalNAcb1-6GalNAcb-Sp8,13.993,7.106425,2.665475,12.813675,37.044975
[6OSO3]Galβ1-3GlcNAcβ-Sp0,[6OSO3]Galb1-3GlcNAcb-Sp0,(6S)Galb1-3GlcNAcb-Sp0,1.695475,-181.67535,-240.429125,-540.45365,-278.57215
[6OSO3]Galβ1-3[6OSO3]GlcNAc-Sp0,[6OSO3]Galb1-3[6OSO3]GlcNAc-Sp0,(6S)Galb1-3(6S)GlcNAc-Sp0,18.505725,33.523175,55.19765,163.12805,205.31515
Fucα1-2Galβ1-4GlcNAcβ1-2(Fucα1-2Galβ1-4GlcNAcβ1-4)Manα1-3(Fucα1-2Galβ1-4 GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Fuca1-2Galb1-4GlcNAcb1-2(Fuca1-2Galb1-4GlcNAcb1-4)Mana1-3(Fuca1-2Galb1-4 GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N,Fuca1-2Galb1-4 GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2(Fuca1-2Galb1-4GlcNAcb1-4)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-N,12.290075,14.349475,-1.8543,37.412625,347.787525
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-2(Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-4)Manα1-3(Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-4)Mana1-3(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-4(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-N,8.4796,23.651275,12.18935,74.702225,263.171975
Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)GalNAc-Sp14,,Galb1-4(Fuca1-3)GlcNAcb1-6GalNAc-Sp14,7.258575,20.2465,26.44635,44.4607,313.161875
Galβ1-4GlcNAcβ1-6GalNAc-Sp14,,,,13.300675,6.02665,30.121125,35.0091
Galβ1-4(Fucα1-3)GlcNAcβ1-6GalNAc-Sp14,,,,5.780425,29.866475,95.1647,676.073025
Galβ1-4GlcNAcβ1-2Manα-Sp0,,Galb1-4GlcNAcb1-2Mana-Sp0,9.107875,15.024725,45.230925,2745.983275,8324.04775
Fucα1-2Galβ1-4GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)GalNAc-Sp14,,Fuca1-2Galb1-4GlcNAcb1-6(Fuca1-2Galb1-4GlcNAcb1-3)GalNAc-Sp14,18.51685,-85.17015,-118.689425,2453.654775,11338.31105
Galα1-3Fucα1-2Galβ1-4GlcNAcβ1-3(Galα1-3Fucα1-2Galβ1-4GlcNAcβ1-6)GalNAc-Sp14,,Gala1-3Fuca1-2Galb1-4GlcNAcb1-6(Gala1-3Fuca1-2Galb1-4GlcNAcb1-3)GalNAc-Sp14,376.01995,-201.225575,-173.71435,-267.260375,-235.71685
GalNAcα1-3Fucα1-2Galβ1-4GlcNAcβ1-3(GalNAcα1-3Fucα1-2Galβ1-4GlcNAcβ1-6)GalNAc-Sp14,,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-6(GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-3)GalNAc-Sp14,361.77445,12.152625,17.112425,24.51195,58.27895
Neu5Aca2-8Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-sp0,,Neu5Aca2-8Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,13.454775,22.743375,72.6863,1775.173025,5997.5831
GalNAcβ1-4Galβ1-4Glc-b-sp0,,GalNAcb1-4Galb1-4Glcb-Sp0,5.825075,-84.164625,-115.02725,2921.54685,16844.14608
GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-2Manα1-6(GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-2Manα1-3)Manβ1-4GlcNAcβ1-4(Fucα1-6)GlcNAcβ-Sp22,,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,82.767475,7.310125,13.302825,1059.354525,3790.483375
Galα1-3(Fucα1-2)Galβ1-3GlcNAcβ1-2Manα1-6(Galα1-3(Fucα1-2)Galβ1-3GlcNAcβ1-2Manα1-3)Manβ1-4GlcNAcβ1-4(Fucα1-6)GlcNAcβ-Sp22,,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,114.933675,26.77015,205.5918,3289.828975,9629.286275
Neu5Acα2-6Galβ1-4GlcNAcβ1-6(Fucα1-2Galβ1-3GlcNAcβ1-3)Galβ-4Glc-Sp21,,Neu5Aca2-6Galb1-4GlcNAcb1-6(Fuca1-2Galb1-3GlcNAcb1-3)Galb1-4Glc-Sp21,11.110125,17.324025,5.114425,26.941875,41.716525
GalNAcα1-3(Fucα1-2)Galβ1-3GlcNAcβ1-2Manα1-6(GalNAcα1-3(Fucα1-2)Galβ1-3GlcNAcβ1-2Manα1-3)Manβ1-4GlcNAcβ1-4(Fucα1-6)GlcNAcβ-Sp22,,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,205.130375,11.983225,9.8535,19.073275,794.990825
Galβ1-4GlcNAcβ1-6(Galβ1-4GlcNAcβ1-2)Manα1-6(Galβ1-4GlcNAcβ1-2Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp19,,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,15.5438,24.0658,90.694025,3721.691225,14183.68032
,,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,11.1059,,,,
,,Neu5Aca2-3Galb1-4GlcNAcb1-4Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-4(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,10.91035,,,,
,,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,1.601175,,,,
,,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-4(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,1.363425,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,8.09365,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-4Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-4(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,6.165775,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,9.566875,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-4(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,11.8271,,,,
Galα1-3(Fucα1-2)Galβ1-3GalNAcα-Sp8,,Gala1-3(Fuca1-2)Galb1-3GalNAca-Sp8,10.148625,6.8853,10.977125,24.7809,44.9671
Galα1-3(Fucα1-2)Galβ1-3GalNAcb-Sp8,,Gala1-3(Fuca1-2)Galb1-3GalNAcb-Sp8,297.32265,14.3787,10.03795,13.026975,38.0059
Glcα1-6Glcα1-6Glcα1-6Glcβ-Sp10,,Glca1-6Glca1-6Glca1-6Glcb-Sp10,11.2402,3.027225,7.898225,15.574475,24.98135
Glcα1-4Glcα1-4Glcα1-4Glcβ-Sp10,,Glca1-4Glca1-4Glca1-4Glcb-Sp10,4.87235,16.8139,24.6108,48.065775,86.938
,,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,13.37015,,,,
,,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,4.933225,,,,
,,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp11-4(Fuca1-6)GlcNAcb-Sp19,5.615825,,,,
,,Neu5Aca2-3Galb1-3GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-6(Neu5Aca2-3Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,23.17025,,,,
,,GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,15.01545,,,,
,,Galb1-3GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,6.1422,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3)Galb1-4Glcb-Sp21,8.095375,,,,
,,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana-Sp0,7.307975,,,,
,,Neu5Aca2-3Galb1-4GlcNAcb1-6GalNAca-Sp14,5.23405,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-6GalNAca-Sp14,12.73615,,,,
,,Neu5Aca2-6Galb1-4 GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3)GalNAca-Sp14,14.90375,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,13.322525,,,,
,,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,7.287,,,,
,,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp19,8.4449,,,,
,,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,0.9828,,,,
,,Neu5Aca2-3Galb1-3GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,15.155975,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,6.64605,,,,
,,Galb1-3GlcNAcb1-6GalNAca-Sp14,4.92055,,,,
,,Gala1-3Galb1-3GlcNAcb1-6GalNAca-Sp14,13.893025,,,,
,,Galb1-3(Fuca1-4)GlcNAcb1-6GalNAca-Sp14,4.7447,,,,
,,Neu5Aca2-3Galb1-3GlcNAcb1-6GalNAca-Sp14,1.982325,,,,
,,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp0,10.2935,,,,
,,Galb1-4(Fuca1-3)GlcNAcb1-6(Neu5Aca2-6(Neu5Aca2-3Galb1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,15.033675,,,,
,,Fuca1-2Galb1-4GlcNAcb1-6GalNAca-Sp14,9.12785,,,,
,,Gala1-3Galb1-4GlcNAcb1-6GalNAca-Sp14,14.08715,,,,
,,Galb1-4(Fuca1-3)GlcNAcb1-2Mana-Sp0,8.690675,,,,
,,Fuca1-2(6S)Galb1-3GlcNAcb-Sp0,8.8789,,,,
,,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-6GalNAca-Sp14,7.290875,,,,
,,Fuca1-2Galb1-4GlcNAcb1-2Mana-Sp0,3.20185,,,,
,,Fuca1-2Galb1-3(6S)GlcNAcb-Sp0,696.8312,,,,
,,Fuca1-2(6S)Galb1-3(6S)GlcNAcb-Sp0,7.866725,,,,
,,Neu5Aca2-6GalNAcb1-4(6S)GlcNAcb-Sp8,8.413975,,,,
,,GalNAcb1-4(Fuca1-3)(6S)GlcNAcb-Sp8,9.27725,,,,
,,(3S)GalNAcb1-4(Fuca1-3)GlcNAcb-Sp8,6.754375,,,,
,,Fuca1-2Galb1-3GlcNAcb1-6(Fuca1-2Galb1-3GlcNAcb1-3)GalNAca-Sp14,7.5028,,,,
,,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-6GalNAca-Sp14,564.33265,,,,
,,GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(GlcNAcb1-4(GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,12.80015,,,,
,,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)Galb1-4GlcNAcb1-4(Gal b1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,9.9029,,,,
,,Galb1-3GlcNAca1-3Galb1-4GlcNAcb-Sp8 ,16.153575,,,,
,,Galb1-3(6S)GlcNAcb-Sp8 ,542.288025,,,,
,,(6S)(4S)GalNAcb1-4GlcNAc-Sp8,12.77425,,,,
,,(6S)GalNAcb1-4GlcNAc-Sp8 ,3.424425,,,,
,,(3S)GalNAcb1-4(3S)GlcNAc-Sp8,3.5685,,,,
,,GalNAcb1-4(6S)GlcNAc-Sp8 ,128.13285,,,,
,,(3S)GalNAcb1-4GlcNAc-Sp8 ,78.45385,,,,
,,(4S)GalNacb-Sp10,14.03315,,,,
,,Galb1-4(6P)GlcNAcb-Sp0 ,27.01565,,,,
,,(6P)Galb1-4GlcNAcb-SP0 ,9.4624,,,,
,,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-6GalNAc-Sp14,164.28005,,,,
,,Neu5Aca2-6Galb1-4GlcNAcb1-2Man-Sp0,4.595275,,,,
,,Gala1-3Galb1-4GlcNAcb1-2Mana-Sp0,28.5562,,,,
,,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana-Sp0,436.656525,,,,
,,GalNAca1-3(Fuca1-2)Galb1-4 GlcNAcb1-2Mana-Sp0,688.89515,,,,
,, Galb1-3GlcNAcb1-2Mana-Sp0,2.2347,,,,
,,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-6GalNAc-Sp14,482.04845,,,,
,,Neu5Aca2-3Galb1-3GlcNAcb1-2Mana-Sp0,18.018,,,,
,,Gala1-3Galb1-3GlcNAcb1-2Mana-Sp0,7.320125,,,,
,,GalNAcb1-4GlcNAcb1-2Mana-Sp0,7.7299,,,,
,,Neu5Aca2-3Galb1-3GlcNAcb1-4Galb1-4Glcb-Sp0,2.081825,,,,
,,GlcNAcb1-2 Mana1-6(GlcNAcb1-4)(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,10.792825,,,,
,,Galb1-4GlcNAcb1-2 Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,9.63305,,,,
,,Galb1-4GlcNAcb1-2 Mana1-6(Galb1-4GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,8.7183,,,,
,,Fuca1-4(Galb1-3)GlcNAcb1-2 Mana-Sp0,7.954425,,,,
,,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana-Sp0,7.90905,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAc-Sp0,10.7016,,,,
,,GalNAca1-3(Fuca1-2)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc-Sp21,14.0266,,,,
,,Gala1-3(Fuca1-2)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc-Sp21,6.599925,,,,
,,Galb1-3GalNAcb1-3Gal-Sp21,213.571325,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8.3792,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,20.3576,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,24.71805,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,19.064775,,,,
,,Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,13.21845,,,,
,,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,13.09845,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,25.427175,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,25.767625,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,9.63055,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,20.5938,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,14.914575,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,23.309275,,,,
,,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp25,21.9577,,,,
,,Neu5Gca2-8Neu5Gca2-3Galb1-4GlcNAc-Sp0,5.16815,,,,
,,Neu5Aca2-8Neu5Gca2-3Galb1-4GlcNAc-Sp0,18.320475,,,,
,,Neu5Gca2-8Neu5Aca2-3Galb1-4GlcNAc-Sp0,14.507575,,,,
,,Neu5Gca2-8Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAc-Sp0,6.05895,,,,
,,Neu5Gca2-8Neu5Gca2-6Galb1-4GlcNAc-Sp0,9.0101,,,,
,,Neu5Aca2-8Neu5Aca2-3Galb1-4GlcNAc-Sp0,18.875875,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2)Man a1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp24,,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2)Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Mana1-4GlcNAcb1-4GlcNAc-Sp24,26.3458,,,,
,,Gala1-3Galb1-4GlcNAcb1-2Mana1-6(Gala1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp24,14.535375,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-3)GalNAca-Sp14,50.16655,,,,
,,GalNAcb1-3GlcNAcb-Sp0 ,11.6312,,,,
,,GalNAcb1-4GlcNAcb1-3GalNAcb1-4GlcNAcb-Sp0 ,10.66155,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,11.88125,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,22.281475,,,,
,,GlcNAb1-3Galb1-3GalNAc-Sp14,16.18085,,,,
,,Galb1-3GlcNAcb1-6(Galb1-3)GalNAc-Sp14,6.35275,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,30.63225,,,,
,,(3S)GlcAb1-3Galb1-4GlcNAcb1-3Galb1-4Glc-Sp0,18.381025,,,,
,,(3S)GlcAb1-3Galb1-4GlcNAcb1-2Mana-Sp0,1.952975,,,,
,,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,22.524025,,,,
,,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,10.82015,,,,
,,Neu5Aca2-8Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glc-Sp21,15.51165,,,,
,,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,14.547125,,,,
,,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,20.4007,,,,
