ancient,old,new,Galectin-4 (20ug/ml) Slide#: 13620 Cfg#2283 04/01/2011 V5.0 Alexa488 CMZ,Gal-4 (0.5ug/mL) Slide# 13116 CFG# 1440 08/26/2010 V4.2 Alexa488 CMZ,Gal-4 (5ug/mL) Slide# 13116 CFG# 1440 08/26/2010 V4.2 Alexa488 CMZ,Gal-4 (50ug/mL) Slide# 13116 CFG# 1440 08/26/2010 V4.2 Alexa488 CMZ,Gal-4 (100ug/mL) Slide# 13116 CFG# 1440 08/30/2010 V4.2 Alexa488 CMZ
Fucα1-2[6OSO3]Galβ1-4[6OSO3]Glc-Sp0,Fuca1-2[6OSO3]Galb1-4[6OSO3]Glc-Sp0,Fuca1-2(6S)Galb1-4(6S)Glcb-Sp0,7.4442,8.351775,8.96575,193.86695,716.67335
Neu5Acα2-3Galβ1-3GalNAcα-Sp8,Neu5Aca2-3Galb1-3GalNAca-Sp8,Neu5Aca2-3Galb1-3GalNAca-Sp8,12.0367,5.441225,9.816775,85.66755,138.1197
Neu5Acα2-3Galβ1-3GalNAcα-Sp14,,Neu5Aca2-3Galb1-3GalNAca-Sp14,9.609375,15.15555,21.697475,40.585575,46.8816
Neu5Acα2-8Neu5Acα2-8Neu5Acα2-8Neu5Acα2-3(GalNAcβ1-4)Galβ1-4Glcβ-Sp0,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,8.724075,29.0338,49.7701,84.466825,120.96205
Neu5Acα2-8Neu5Acα2-8Neu5Acα2-3(GalNAcβ1-4)Galβ1-4Glcβ-Sp0,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,10.185625,6.781,7.2248,41.670425,57.727325
Neu5Acα2-8Neu5Acα2-8Neu5Acα2-3Galβ1-4Glcβ-Sp0,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,8.518675,4.850625,7.579125,23.849475,67.7259
Neu5Acα2-8Neu5Acα2-3(GalNAcβ1-4)Galβ1-4Glcβ-Sp0,Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,6.97585,1.3552,3.882325,4.725975,19.323075
Neu5Acα2-8Neu5Acα2-8Neu5Acα-Sp8,Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8,Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8,2.947625,2.663325,0.18355,4.859075,6.27465
Neu5Acα2-3(6-O-Su)Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Neu5Aca2-3(6-O-Su)Galb1-4(Fuca1-3)GlcNAcb-Sp8,Neu5Aca2-3(6S)Galb1-4(Fuca1-3)GlcNAcb-Sp8,2.843,10.427825,15.784125,41.51495,29.991375
Neu5Acα2-3(GalNAcβ1-4)Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-3(GalNAcb1-4)Galb1-4GlcNAcb-Sp0,GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp0,8.330225,14.531725,19.974825,18.75775,48.7683
Neu5Acα2-3(GalNAcβ1-4)Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3(GalNAcb1-4)Galb1-4GlcNAcb-Sp8,GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp8,3.05705,9.2437,2.10895,13.50275,18.152475
Neu5Acα2-3(GalNAcβ1-4)Galβ1-4Glcβ-Sp0,Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,8.102725,3.212375,9.291125,67.517575,648.64935
Neu5Acα2-3(Neu5Acα2-3Galβ1-3GalNAcβ1-4)Galβ1-4Glcβ-Sp0,Neu5Aca2-3(Neu5Aca2-3Galb1-3GalNAcb1-4)Galb1-4Glcb-Sp0,Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,11.0476,0.3281,3.05875,2.481025,-0.51955
Neu5Acα2-3(Neu5Acα2-6)GalNAcα-Sp8,Neu5Aca2-3(Neu5Aca2-6)GalNAca-Sp8,Neu5Aca2-6(Neu5Aca2-3)GalNAca-Sp8,13.34205,16.418225,14.9961,14.635625,8.710325
Neu5Acα2-3GalNAcα-Sp8,Neu5Aca2-3GalNAca-Sp8,Neu5Aca2-3GalNAca-Sp8,13.696875,8.648625,10.3438,12.864525,20.80275
Neu5Acα2-3GalNAcβ1-4GlcNAcβ-Sp0,Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0,Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0,11.0113,32.821525,42.1486,138.5331,388.5751
Neu5Acα2-3Galβ1-3[6OSO3]GlcNAc-Sp8,Neu5Aca2-3Galb1-3[6OSO3]GlcNAc-Sp8,Neu5Aca2-3Galb1-3(6S)GlcNAc-Sp8,8.0051,9.941575,28.306125,22.86495,18.413475
Neu5Acα2-3Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp8,Neu5Aca2-3Galb1-3( Fuca1-4)GlcNAcb-Sp8,,11.481,13.92785,71.09485,49.121975
Neu5Acα2-3Galβ1-3(Fucα1-4)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,5.629875,6.943975,2.978075,7.718325,3.5004
Neu5Acα2-3Galβ1-3(Neu5Acα2-3Galβ1-4)GlcNAcβ-Sp8,Neu5Aca2-3Galb1-3(Neu5Aca2-3Galb1-4)GlcNAcb-Sp8,Neu5Aca2-3Galb1-4(Neu5Aca2-3Galb1-3)GlcNAcb-Sp8,9.30185,4.7165,5.13785,690.223675,2819.35805
Neu5Acα2-3Galβ1-3[6OSO3]GalNAcα-Sp8,Neu5Aca2-3Galb1-3[6OSO3]GalNAca-Sp8,Neu5Aca2-3Galb1-3(6S)GalNAca-Sp8,18.1814,6.659275,1.446275,15.86035,15.736625
Neu5Acα2-3Galβ1-3(Neu5Acα2-6)GalNAcα-Sp8,Neu5Aca2-3Galb1-3(Neu5Aca2-6)GalNAca-Sp8,Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp8,17.0637,10.742775,33.287475,79.0484,148.198875
Neu5Acα2-3Galβ1-3(Neu5Acα2-6)GalNAcα-Sp14,,Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14,8.58885,16.3743,7.898425,10.8086,1.640425
Neu5Acα2-3Galβ-Sp8,Neu5Aca2-3Galb-Sp8,Neu5Aca2-3Galb-Sp8,11.02795,5.4945,-11.611825,747.2803,2221.445725
Neu5Acα2-3Galβ1-3GalNAcβ1-3Galα1-4Galβ1-4Glcβ-Sp0,Neu5Aca2-3Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,Neu5Aca2-3Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,16.095725,12.570825,25.80525,504.61745,2098.20475
Neu5Acα2-3Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,21.607175,8.70875,33.7849,27.0296,47.0565
Fucα1-2[6OSO3]Galβ1-4Glc-Sp0,Fuca1-2[6OSO3]Galb1-4Glc-Sp0,Fuca1-2(6S)Galb1-4Glcb-Sp0,11.159975,27.572025,46.320175,64.9196,360.23055
Neu5Acα2-3Galβ1-3GlcNAcβ-Sp0,Neu5Aca2-3Galb1-3GlcNAcb-Sp0,Neu5Aca2-3Galb1-3GlcNAcb-Sp0,15.2818,6.34075,26.1745,50.650025,210.96885
Neu5Acα2-3Galβ1-3GlcNAcβ-Sp8,Neu5Aca2-3Galb1-3GlcNAcb-Sp8,Neu5Aca2-3Galb1-3GlcNAcb-Sp8,8.8738,7.514575,12.111925,17.9811,56.850375
Neu5Acα2-3Galβ1-4[6OSO3]GlcNAcβ-Sp8,Neu5Aca2-3Galb1-4[6OSO3]GlcNAcb-Sp8,Neu5Aca2-3Galb1-4(6S)GlcNAcb-Sp8,8.566875,2.97705,6.33415,18.6012,10.521725
Neu5Acα2-3Galβ1-4(Fucα1-3)[6OSO3]GlcNAcβ-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)[6OSO3]GlcNAcb-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp8,11.082125,25.1599,38.962325,80.540025,91.336075
Neu5Acα2-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,8.367125,9.09745,2.2345,32.6419,53.866175
Neu5Acα2-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,6.59655,5.5216,8.51295,3.80115,5.631175
Neu5Acα2-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,9.0948,1.858225,16.45835,7.37575,7.186575
Neu5Acα2-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb-Sp8,5.824975,23.00155,29.335225,65.856625,124.032
Neu5Acα2-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4GlcNAcb-Sp8,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4GlcNAcb-Sp8,19.25205,3.959225,-5.822175,12.3496,753.903275
Neu5Acα2-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,7.521475,4.169,7.933925,10.29815,124.9185
Neu5Acα2-3Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-3Galb1-4GlcNAcb-Sp0,Neu5Aca2-3Galb1-4GlcNAcb-Sp0,5.173175,19.492175,37.875175,53.5249,531.573775
Neu5Acα2-3Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3Galb1-4GlcNAcb-Sp8,Neu5Aca2-3Galb1-4GlcNAcb-Sp8,7.13195,19.737025,2.884875,15.0129,398.979225
Neu5Acα2-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,3.117625,55.352,307.271425,4667.785875,17701.6053
Fucα1-2Galβ1-4[6OSO3]Glc-Sp0,Fuca1-2Galb1-4[6OSO3]Glc-Sp0,Fuca1-2Galb1-4(6S)Glcb-Sp0,439.47465,69.861725,91.73775,126.478475,280.1916
Neu5Acα2-3Galβ1-4Glcβ-Sp0,Neu5Aca2-3Galb1-4Glcb-Sp0,Neu5Aca2-3Galb1-4Glcb-Sp0,7.607225,8.557275,-5.708875,14.18325,414.584375
Neu5Acα2-3Galβ1-4Glcβ-Sp8,Neu5Aca2-3Galb1-4Glcb-Sp8,Neu5Aca2-3Galb1-4Glcb-Sp8,19.448875,14.7818,9.066275,6.306925,-12.487575
Neu5Acα2-6GalNAcα-Sp8,Neu5Aca2-6GalNAca-Sp8,Neu5Aca2-6GalNAca-Sp8,11.0516,7.822475,0.273525,3.226225,7.612075
Neu5Acα2-6GalNAcβ1-4GlcNAcβ-Sp0,Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0,Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0,5.192925,15.73885,-1.8599,17.6851,15.611875
Neu5Acα2-6Galβ1-4[6OSO3]GlcNAcβ-Sp8,Neu5Aca2-6Galb1-4[6OSO3]GlcNAcb-Sp8,Neu5Aca2-6Galb1-4(6S)GlcNAcb-Sp8,3.9161,7.9552,14.816425,32.384225,54.571125
Neu5Acα2-6Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-6Galb1-4GlcNAcb-Sp0,Neu5Aca2-6Galb1-4GlcNAcb-Sp0,7.65365,11.26425,7.287525,8.734525,1.50335
Neu5Acα2-6Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-6Galb1-4GlcNAcb-Sp8,Neu5Aca2-6Galb1-4GlcNAcb-Sp8,9.425125,0.31675,-3.594175,-7.337525,5.0558
Neu5Acα2-6Galβ1-4GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,15.514825,5.645625,35.152025,410.6085,2343.16085
Neu5Acα2-6Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,39.772475,6.175475,9.26815,36.794975,156.9002
Neu5Acα2-6Galβ1-4Glcβ-Sp0,Neu5Aca2-6Galb1-4Glcb-Sp0,Neu5Aca2-6Galb1-4Glcb-Sp0,12.8141,29.1588,34.691025,55.640075,93.96175
Neu5Acα2-6Galβ1-4Glcβ-Sp8,Neu5Aca2-6Galb1-4Glcb-Sp8,Neu5Aca2-6Galb1-4Glcb-Sp8,22.5097,18.895925,7.193025,47.481425,60.273825
Neu5Acα2-6Galβ-Sp8,Neu5Aca2-6Galb-Sp8,Neu5Aca2-6Galb-Sp8,14.696925,10.739725,5.641925,25.463025,41.204475
Neu5Acα2-8Neu5Acα-Sp8,Neu5Aca2-8Neu5Aca-Sp8,Neu5Aca2-8Neu5Aca-Sp8,9.8297,3.801975,11.8475,15.72205,83.1959
Neu5Acα2-8Neu5Acα2-3Galβ1-4Glcβ-Sp0,Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,12.206175,9.2395,2.223775,25.3588,56.93845
Galβ1-3(Fucα1-4)GlcNAcβ1-3Galβ1-3(Fucα1-4)GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,1.729075,4.67575,13.52465,18.36405,6.39875
Neu5Acβ2-6GalNAcα-Sp8,Neu5Acb2-6GalNAca-Sp8,Neu5Acb2-6GalNAca-Sp8,8.9945,7.459675,40.838325,41.120925,9.4811
Neu5Acβ2-6Galβ1-4GlcNAcβ-Sp8,Neu5Acb2-6Galb1-4GlcNAcb-Sp8,Neu5Acb2-6Galb1-4GlcNAcb-Sp8,9.123775,3.03765,7.612625,21.815075,30.66575
Neu5Gcα2-3Galβ1-3(Fucα1-4)GlcNAcβ-Sp0,Neu5Gca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,Neu5Gca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,0.687225,20.2366,12.21465,32.22895,255.1901
Neu5Gcα2-3Galβ1-3GlcNAcβ-Sp0,Neu5Gca2-3Galb1-3GlcNAcb-Sp0,Neu5Gca2-3Galb1-3GlcNAcb-Sp0,5.1631,-2.102725,-4.69985,31.60545,144.073
Neu5Gcα2-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Neu5Gca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Neu5Gca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,-1.10785,2.343675,9.020575,20.9754,30.43235
Neu5Gcα2-3Galβ1-4GlcNAcβ-Sp0,Neu5Gca2-3Galb1-4GlcNAcb-Sp0,Neu5Gca2-3Galb1-4GlcNAcb-Sp0,7.820425,5.14785,18.3875,90.42115,604.500825
Neu5Gcα2-3Galβ1-4Glcβ-Sp0,Neu5Gca2-3Galb1-4Glcb-Sp0,Neu5Gca2-3Galb1-4Glcb-Sp0,9.4202,22.504675,1.847525,7.72315,7.402075
Neu5Gcα2-6GalNAcα-Sp0,Neu5Gca2-6GalNAca-Sp0,Neu5Gca2-6GalNAca-Sp0,19.7307,26.803875,38.967825,32.2973,47.568975
Neu5Gcα2-6Galβ1-4GlcNAcβ-Sp0,Neu5Gca2-6Galb1-4GlcNAcb-Sp0,Neu5Gca2-6Galb1-4GlcNAcb-Sp0,8.21785,21.59325,10.333525,77.59815,42.700325
Neu5Gcα-Sp8,Neu5Gca-Sp8,Neu5Gca-Sp8,10.5555,0.822425,2.089825,110.243075,790.5711
Galβ1-3(Neu5Acα2-3Galβ1-4GlcNAcβ1-6)GalNAcα-Sp14,Galb1-3(Neu5Aca2-3Galb1-4GlcNAcb1-6)GalNAca-Sp14,Neu5Aca2-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,8.33375,34.54,176.816675,5939.229775,29713.42323
,Galb1-3GalNAca-Sp14,,,,,,
Galβ1-3GlcNAcβ1-3Galβ1-3GlcNAcβ-Sp0,Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,252.014425,24.174575,24.3026,99.6453,415.6862
Galβ1-4(Fucα1-3)[6OSO3]GlcNAc-Sp0,Galb1-4(Fuca1-3)[6OSO3]GlcNAc-Sp0 ,Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp0 ,9.5424,19.313225,33.4984,58.571775,167.20175
Galβ1-4(Fucα1-3)[6OSO3]Glc-Sp0,Galb1-4(Fuca1-3)[6OSO3]Glc-Sp0,Galb1-4(Fuca1-3)(6S)Glcb-Sp0,30.609625,23.98065,20.270275,41.191175,63.7949
Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-3(Fucα1-4)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,19.2361,26.869225,114.9891,2717.949925,7339.094525
Galβ1-4GlcNAcβ1-3Galβ1-3GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,91.2889,22.371425,146.040275,2939.6105,8411.918275
Neu5Acα2-3Galβ1-3GlcNAcβ1-3Galβ1-3GlcNAcβ-Sp0,Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0       ,Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0       ,159.37335,13.269225,4.265525,44.028675,111.785425
Neu5Acα2-3Galβ1-4GlcNAcβ1-3Galβ1-3GlcNAcβ-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,9.07875,8.14305,15.310675,13.5673,9.52635
[3OSO3][4OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3][4OSO3]Galb1-4GlcNAcb-Sp0,4S(3S)Galb1-4GlcNAcb-Sp0,5.466275,20.7301,9.241725,25.46755,49.444625
[6OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,(6S)Galb1-4(6S)GlcNAcb-Sp0,7.76195,11.7969,3.492325,3.966275,64.937975
6-H2PO3Glcβ-Sp10,6-H2PO3Glcb-Sp10,(6P)Glcb-Sp10,18.862125,19.199275,21.3064,55.2598,132.87815
Galβ1-3(Neu5Acα2-3Galβ1-4(Fucα1-3)GlcNAcβ1-6)GalNAcα-Sp14,Gala1-3(Fuca1-2)Galb-Sp18,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Galb1-3)GalNAca-Sp14,9.6126,12.588175,103.253225,4552.52305,13382.43923
,Galb1-3(Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6)GalNAca-Sp14,,,,,,
Galβ1-3Galβ1-4GlcNAcβ-Sp8,Galb1-3Galb1-4GlcNAcb-Sp8,Galb1-3Galb1-4GlcNAcb-Sp8,124.0671,10.759225,11.793925,20.52705,78.04815
Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,13.844825,18.5749,14.1762,45.446575,625.373375
Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)Galβ1-4GlcNAc-Sp0,Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)Galb1-4GlcNAc-Sp0,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0,11.6745,11.60855,13.59585,34.13815,737.609825
Galβ1-4GlcNAcβ1-3(GlcNAcβ1-6)Galβ1-4GlcNAc-Sp0,Galb1-4GlcNAcb1-3(GlcNAcb1-6)Galb1-4GlcNAc-Sp0,GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0,10.46505,11.2638,5.908925,30.135375,614.612525
Galβ1-4GlcNAcα1-6Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAca1-6Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAca1-6Galb1-4GlcNAcb-Sp0,7.7205,6.887425,11.0713,15.334725,1136.952525
Galβ1-4GlcNAcβ1-6Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0,9.944225,33.61295,230.73705,5978.21035,27823.27718
GalNAcβ1-3Galβ-Sp8,GalNAca-Sp15,GalNAcb1-3Galb-Sp8,316.04835,-4.058975,-0.07515,-2.72045,-10.372925
GlcAβ1-3GlcNAcβ-Sp8,GalNAcb1-3Galb-Sp8,GlcAb1-3GlcNAcb-Sp8,9.090575,15.833,3.656375,8.2447,11.10035
,GlcAb1-3GlcNAcb-Sp8,,,,,,
GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8.273325,6.926175,10.184975,18.26875,52.28095
,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,,,,,,
GlcNAcβ1-3Man-Sp10,GlcNAcb1-3Man-Sp10,GlcNAcb1-3Man-Sp10,16.646525,9.706075,-0.0609,4.3899,10.422775
GlcNAcβ1-4GlcNAcβ-Sp10,GlcNAcb1-4GlcNAcb-Sp10,GlcNAcb1-4GlcNAcb-Sp10,11.519525,3.13155,3.937125,-4.88455,6.218775
GlcNAcβ1-4GlcNAcβ-Sp12,GlcNAcb1-4GlcNAcb-Sp12,GlcNAcb1-4GlcNAcb-Sp12,11.7604,17.8555,2.57435,9.450925,32.5035
HOOC(CH3)CH-3-O-GlcNAcβ1-4GlcNAcβ-Sp10,HOOC(CH3)CH-3-O-GlcNAcb1-4GlcNAcb-Sp10,MurNAcb1-4GlcNAcb-Sp10,13.690075,17.44895,6.31065,17.1433,42.1206
Manα1-6Manβ-Sp10,Mana1-6Manb-Sp10,Mana1-6Manb-Sp10,16.192875,12.213025,7.323125,23.68225,31.380025
Manα1-6(Manα1-3)Manα1-6(Manα1-3)Manβ-Sp10,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb-Sp10,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb-Sp10,4.4529,23.589775,9.177275,12.92615,15.880625
Manα1-2Manα1-2Manα1-3(Manα1-2Manα1-6(Manα1-3)Manα1-6)Manα-Sp9,Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-6(Mana1-3)Mana1-6)Mana-Sp9,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9,1.9982,8.964225,3.270725,7.436175,12.081675
Manα1-2Manα1-2Manα1-3(Manα1-2Manα1-6(Manα1-2Manα1-3)Manα1-6)Manα-Sp9,Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6)Mana-Sp9,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9,12.765725,11.384075,4.5474,28.309225,59.934025
Neu5Acα2-3Galβ1-3(Neu5Acα2-3Galβ1-4GlcNAcβ1-6)GalNAcα-Sp14,Neu5Aca2-3Galb1-3(Neu5Aca2-3Galb1-4GlcNAcb1-6)GalNAca-Sp14,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14,7.6325,9.007825,2.278675,9.1751,4.856375
